10/7,10/8,10/9,10/10,10/11,10/12,10/13,10/14,11/26,11/27,11/28,11/29,11/30,12/1,12/2,12/3
17.99,14.38,14.38,17.99,17.99,17.99,17.99,17.99,18.292418886217508,18.295078751308495,18.29773861639948,18.300398481490472,18.30305834658146,15.61925446977469,15.621914334865677,15.624574199956665
599.0,499.99,499.99,599.0,599.0,599.0,599.0,599.0,607.294319646647,607.3672706833945,607.4402217201421,607.5131727568896,607.5861237936372,533.9785277153441,534.0514787520916,534.1244297888392
30.0,21.0,21.0,30.0,30.0,30.0,30.0,30.0,30.75395290192731,30.76058414453642,30.76721538714553,30.773846629754644,30.780477872363754,24.089554079770696,24.096185322379807,24.102816564988917
19.82,14.24,14.24,19.82,19.82,19.82,19.82,19.82,20.287450799194932,20.291562169612583,20.29567354003023,20.29978491044788,20.30389628086553,16.15552352945783,16.15963489987548,16.163746270293128
23.74,17.49,17.49,24.99,24.17,24.99,24.99,24.99,25.48676789084587,25.492574773607117,25.498381656368366,25.504188539129615,25.509995421890864,19.650850715790458,19.656657598551707,19.66246448131296
12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93
24.99,19.99,19.99,24.99,24.99,24.99,24.99,24.99,25.40886272329295,25.41254674696468,25.416230770636407,25.419914794308134,25.42359881797986,21.706418933205942,21.71010295687767,21.713786980549397
29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
9.29,8.79,8.83,8.97,8.96,8.94,8.94,8.94,8.947318311392344,8.947295835258553,8.947273359124761,8.94725088299097,8.947228406857178,8.969906825853034,8.969884349719242,8.969861873585451
34.97,34.97,34.97,34.97,34.97,34.97,34.97,34.97,34.97,34.97,34.97,34.97,34.97,34.97,34.97,34.97
63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99
8.53,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.99904837654964,8.999214598131427,8.999380819713215,8.999547041295001,8.999713262876789,8.83199568685342,8.832161908435207,8.832328130016993
69.97,48.97,48.97,69.97,69.97,69.97,69.97,69.97,71.72922343783038,71.74469633725164,71.76016923667291,71.77564213609416,71.79111503551542,56.17895951946496,56.194432418886215,56.20990531830748
5.99,6.98,6.97,6.97,6.97,6.97,6.97,6.97,7.011062790251467,7.011421096631713,7.011779403011959,7.012137709392205,7.0124960157724505,6.6509648781041735,6.651323184484419,6.651681490864666
99.59,81.99,81.99,99.59,99.59,99.59,99.59,99.59,101.06439678599118,101.07736454931566,101.09033231264014,101.10330007596463,101.11626783928912,88.03179464488491,88.0447624082094,88.05773017153388
32.99,31.11,22.86,22.41,22.41,22.41,22.41,22.41,21.577672613966527,21.570390986182794,21.563109358399053,21.555827730615313,21.548546102831576,28.89570853662357,28.88842690883983,28.881145281056092
39.95,39.95,35.95,39.95,39.95,39.95,39.95,39.95,40.11695381820176,40.1184261224362,40.11989842667064,40.12137073090508,40.12284303513952,38.637288062588595,38.638760366823035,38.640232671057475
